"pkg","res"
"443","pystr",0
"444","QRM",0
"445","quadrupen",0
"446","quanteda",0
"447","quantspec",0
"448","qVarSel",0
"449","qwraps2",0
"450","radiomics",0
"451","rags2ridges",0
"452","ragt2ridges",0
"453","randomUniformForest",0
"454","ranger",0
"455","Rankcluster",0
"456","rankdist",0
"457","raster",0
"458","Rblpapi",1
"459","Rborist",0
"460","Rclusterpp",0
"461","RcppAnnoy",0
"462","RcppAPT",0
"463","RcppArmadillo",0
"464","RcppBDT",0
"465","rcppbugs",1
"466","RcppCCTZ",0
"467","RcppClassic",0
"468","RcppClassicExamples",0
"469","RcppCNPy",0
"470","RcppDE",0
"471","RcppDL",0
"472","RcppEigen",0
"473","RcppExamples",0
"474","RcppFaddeeva",0
"475","RcppGSL",0
"476","RcppMLPACK",0
"477","RcppNumerical",0
"478","RcppOctave",0
"479","RcppProgress",0
"480","RcppRedis",0
"481","RcppRoll",0
"482","RcppShark",0
"483","RcppSMC",0
"484","RcppStreams",0
"485","RcppTOML",0
"486","RcppXts",0
"487","RcppZiggurat",0
"488","rcss",0
"489","readr",0
"490","readstata13",0
"491","readxl",0
"492","RealVAMS",0
"493","recmap",0
"494","reconstructr",0
"495","recosystem",0
"496","redist",0
"497","rEDM",0
"498","regsem",0
"499","relSim",0
"500","rem",0
"501","remote",0
"502","ReorderCluster",0
"503","repolr",0
"504","resemble",0
"505","reshape2",0
"506","revealedPrefs",0
"507","rexpokit",0
"508","rflann",0
"509","rforensicbatwing",0
"510","rgam",0
"511","rgeolocate",0
"512","RInside",0
"513","Rip46",0
"514","ripa",0
"515","rivr",0
"516","rkvo",0
"517","Rlibeemd",0
"518","RLRsim",0
"519","Rmalschains",0
"520","rmgarch",0
"521","Rmixmod",0
"522","RmixmodCombi",0
"523","rmumps",0
"524","rncl",0
"525","RNiftyReg",0
"526","robustgam",0
"527","robustHD",0
"528","robustreg",0
"529","rococo",0
"530","roll",0
"531","rollply",0
"532","rotations",0
"533","RoughSets",0
"534","roxygen2",0
"535","rpf",0
"536","rpg",0
"537","Rphylopars",0
"538","rplexos",1
"539","rPref",0
"540","RProtoBuf",0
"541","RPtests",0
"542","RQuantLib",0
"543","RSNNS",0
"544","RSNPset",0
"545","RSofia",0
"546","Rsomoclu",0
"547","RSpectra",0
"548","rstan",0
"549","rstanarm",0
"550","rstpm2",0
"551","rtkore",0
"552","rtkpp",0
"553","Rtsne",0
"554","Ruchardet",0
"555","rugarch",0
"556","Rvcg",0
"557","rvg",0
"558","RVowpalWabbit",0
"559","rwfec",0
"560","rwirelesscom",0
"561","Ryacas",0
"562","saeRobust",0
"563","SAMM",0
"564","saturnin",0
"565","sbmSDP",0
"566","sbrl",0
"567","SBSA",0
"568","scales",0
"569","scorer",0
"570","scoringRules",0
"571","scrm",0
"572","scrypt",0
"573","sdcMicro",0
"574","sdcTable",1
"575","SEERaBomb",0
"576","segmag",0
"577","seismicRoll",0
"578","SelvarMix",0
"579","seqHMM",0
"580","sequences",0
"581","sgd",0
"582","sglOptim",0
"583","signalHsmm",0
"584","simFrame",0
"585","simmer",0
"586","simPop",0
"587","SimReg",0
"588","simstudy",0
"589","sirt",0
"590","sitmo",0
"591","slfm",0
"592","SLOPE",0
"593","smoof",0
"594","snipEM",0
"595","snowboot",0
"596","snplist",0
"597","SocialNetworks",0
"598","SOD",0
"599","sourceR",0
"600","spacodiR",0
"601","spaMM",0
"602","SparseFactorAnalysis",0
"603","sparseHessianFD",0
"604","sparseLTSEigen",0
"605","sparsereg",0
"606","spatgraphs",0
"607","SpatialEpi",0
"608","SpatialTools",0
"609","SpatMCA",0
"610","SpatPCA",0
"611","spBayesSurv",0
"612","spduration",0
"613","spray",0
"614","spsann",0
"615","SSL",0
"616","starma",0
"617","StatMethRank",0
"618","staTools",0
"619","steadyICA",0
"620","StereoMorph",0
"621","stlplus",0
"622","stm",0
"623","StMoSim",0
"624","stochvol",0
"625","stocks",0
"626","stosim",0
"627","stpm",0
"628","strataG",0
"629","stream",0
"630","strum",0
"631","survAccuracyMeasures",0
"632","surveillance",0
"633","surveybootstrap",0
"634","survSNP",0
"635","svglite",0
"636","SVMMatch",0
"637","synchronicity",0
"638","synlik",0
"639","synthACS",0
"640","systemicrisk",0
"641","tagcloud",0
"642","TAM",0
"643","TAQMNGR",0
"644","TauStar",0
"645","tbart",0
"646","tcR",0
"647","TDA",0
"648","TED",0
"649","tensorBSS",0
"650","termstrc",0
"651","TESS",0
"652","text2vec",1
"653","textmineR",0
"654","textreg",0
"655","textreuse",0
"656","TFMPvalue",0
"657","tibble",0
"658","tidyr",0
"659","timma",0
"660","TMB",0
"661","tmg",0
"662","tmlenet",0
"663","tnam",0
"664","tokenizers",0
"665","TransferEntropy",0
"666","treeclim",0
"667","treeplyr",0
"668","treescape",0
"669","trustOptim",0
"670","tsBSS",0
"671","tvd",0
"672","tweenr",0
"673","UncerIn2",0
"674","unmarked",0
"675","urltools",0
"676","V8",0
"677","VarSelLCM",0
"678","vcfR",1
"679","VideoComparison",0
"680","VIM",0
"681","vita",0
"682","VNM",0
"683","waffect",0
"684","walkr",0
"685","wCorr",0
"686","webreadr",0
"687","wingui",0
"688","wordcloud",0
"689","wrswoR",0
"690","wsrf",0
"691","XBRL",0
"692","xml2",0
"693","yakmoR",0
"694","yCrypticRNAs",0
"695","zic",0
