"pkg","res"
"438","MPTinR",0
"439","MRS",0
"440","MSGARCH",0
"441","msgl",0
"442","MTS",0
"443","MultiBD",0
"444","multicool",0
"445","MultivariateRandomForest",0
"446","mvabund",0
"447","MVB",0
"448","mvcluster",0
"449","mvnfast",0
"450","mwaved",0
"451","myTAI",0
"452","nabor",0
"453","NAM",0
"454","ndjson",0
"455","ndl",0
"456","netcoh",0
"457","netdiffuseR",0
"458","NetRep",0
"459","NetSim",0
"460","neuroim",0
"461","ngspatial",0
"462","NHMM",0
"463","nmfgpu4R",0
"464","NNLM",0
"465","noncompliance",0
"466","nonlinearTseries",0
"467","NPBayesImpute",0
"468","NPflow",0
"469","nprobust",0
"470","oapackage",0
"471","odeintr",0
"472","oem",0
"473","OjaNP",0
"474","olctools",0
"475","OneArmPhaseTwoStudy",0
"476","onlinePCA",0
"477","ontologySimilarity",0
"478","openair",0
"479","OpenImageR",0
"480","OpenMx",0
"481","openxlsx",0
"482","optmatch",0
"483","orQA",0
"484","oXim",0
"485","PAC",0
"486","packcircles",0
"487","PACVB",0
"488","PAFit",0
"489","pander",0
"490","PanelCount",0
"491","partialAR",0
"492","pcalg",0
"493","pcIRT",0
"494","pdftools",0
"495","PedCNV",0
"496","pedometrics",0
"497","PenCoxFrail",0
"498","penMSM",0
"499","perccal",0
"500","PerMallows",0
"501","ph2bayes",0
"502","ph2bye",0
"503","phonics",0
"504","phybreak",0
"505","phylobase",0
"506","phylocurve",0
"507","phylosignal",0
"508","Pijavski",0
"509","pirate",0
"510","plac",0
"511","planar",0
"512","plotSEMM",0
"513","plyr",0
"514","poisDoubleSamp",0
"515","polyfreqs",0
"516","polywog",0
"517","PoweR",0
"518","PP",0
"519","PPtreeViz",0
"520","prclust",0
"521","precrec",0
"522","PReMiuM",0
"523","primes",0
"524","ProbitSpatial",0
"525","pROC",0
"526","prodlim",0
"527","ProFit",0
"528","ProNet",0
"529","propagate",0
"530","propr",0
"531","prospectr",0
"532","protolite",0
"533","prototest",0
"534","protViz",0
"535","pryr",0
"536","psd",0
"537","psgp",0
"538","purrr",0
"539","pvar",0
"540","PWD",0
"541","pystr",0
"542","qrencoder",0
"543","QRM",0
"544","quadrupen",0
"545","quanteda",1
"546","quantspec",0
"547","QuantTools",0
"548","qVarSel",0
"549","qwraps2",0
"550","radiomics",0
"551","rags2ridges",0
"552","ragt2ridges",0
"553","randomUniformForest",0
"554","ranger",0
"555","Rankcluster",0
"556","rankdist",0
"557","raptr",0
"558","raster",0
"559","Rblpapi",0
"560","Rborist",0
"561","Rclusterpp",0
"562","RcppAnnoy",0
"563","RcppAPT",0
"564","RcppArmadillo",0
"565","RcppBDT",0
"566","RcppCCTZ",0
"567","RcppClassic",0
"568","RcppClassicExamples",0
"569","RcppCNPy",0
"570","RcppDE",0
"571","RcppDL",0
"572","RcppEigen",0
"573","RcppExamples",0
"574","RcppFaddeeva",0
"575","RcppGetconf",0
"576","RcppGSL",0
"577","RcppHoney",0
"578","RcppMLPACK",0
"579","RcppNumerical",0
"580","RcppOctave",0
"581","RcppProgress",0
"582","RcppRedis",0
"583","RcppRoll",0
"584","RcppShark",0
"585","RcppSMC",0
"586","RcppStreams",0
"587","RcppTOML",0
"588","RcppXts",0
"589","RcppZiggurat",0
"590","rcss",0
"591","readr",0
"592","readstata13",0
"593","readxl",0
"594","RealVAMS",0
"595","recexcavAAR",0
"596","recmap",0
"597","reconstructr",0
"598","recosystem",0
"599","redist",0
"600","rEDM",0
"601","regsem",0
"602","relSim",0
"603","rem",0
"604","remote",0
"605","ReorderCluster",0
"606","repolr",0
"607","resemble",0
"608","reshape2",0
"609","revealedPrefs",0
"610","rexpokit",0
"611","Rfast",0
"612","rflann",0
"613","rforensicbatwing",0
"614","rFTRLProximal",0
"615","rgam",0
"616","rgeolocate",0
"617","RI2by2",0
"618","RInside",0
"619","Rip46",0
"620","ripa",0
"621","rivr",0
"622","rkvo",0
"623","Rlibeemd",0
"624","RLRsim",0
"625","Rmalschains",0
"626","rmgarch",0
"627","Rmixmod",0
"628","RmixmodCombi",0
"629","rmumps",0
"630","rncl",0
"631","RNifti",0
"632","RNiftyReg",0
"633","robustgam",0
"634","RobustGaSP",0
"635","robustHD",0
"636","robustreg",0
"637","rococo",0
"638","roll",0
"639","rollply",0
"640","rootWishart",0
"641","rotations",0
"642","RoughSets",0
"643","roxygen2",0
"644","rpf",0
"645","rpg",0
"646","Rphylopars",0
"647","rplexos",0
"648","rpms",0
"649","rPref",0
"650","RProtoBuf",0
"651","RPtests",0
"652","RQuantLib",1
"653","RSNNS",0
"654","RSNPset",0
"655","Rsomoclu",0
"656","RSpectra",0
"657","RSSL",0
"658","rstan",0
"659","rstanarm",1
"660","rstpm2",0
"661","rtext",0
"662","rtk",0
"663","rtkore",0
"664","rtkpp",0
"665","Rtsne",0
"666","Ruchardet",0
"667","rucrdtw",0
"668","rugarch",0
"669","Rvcg",0
"670","rvg",0
"671","RVowpalWabbit",0
"672","rwfec",0
"673","rwirelesscom",0
"674","Ryacas",0
"675","s2",0
"676","saeRobust",0
"677","SAMM",0
"678","saturnin",0
"679","sbfc",0
"680","sBIC",0
"681","sbmSDP",0
"682","sbrl",1
"683","SBSA",0
"684","scales",0
"685","SciencesPo",0
"686","scorer",0
"687","scoringRules",0
"688","scrm",0
"689","scrypt",0
"690","scvxclustr",0
"691","sdcMicro",0
"692","sdcTable",0
"693","SEERaBomb",0
"694","segmag",0
"695","seismicRoll",0
"696","SelvarMix",0
"697","seqHMM",0
"698","sequences",0
"699","sgd",0
"700","sglOptim",0
"701","sharpeRratio",0
"702","signalHsmm",0
"703","simFrame",0
"704","simmer",0
"705","simPop",0
"706","SimReg",0
"707","simstudy",0
"708","sirt",0
"709","sitmo",0
"710","slfm",0
"711","SLOPE",0
"712","smam",0
"713","smoof",0
"714","smooth",0
"715","SnakeCharmR",0
"716","snipEM",0
"717","snowboot",0
"718","snplist",0
"719","SocialNetworks",0
"720","SOD",0
"721","sourceR",0
"722","spacodiR",0
"723","spaMM",0
"724","SparseFactorAnalysis",0
"725","sparseHessianFD",0
"726","sparseLTSEigen",0
"727","sparsereg",0
"728","spass",0
"729","spatgraphs",0
"730","SpatialEpi",0
"731","SpatialTools",0
"732","SpatMCA",0
"733","SpatPCA",0
"734","spBayesSurv",0
"735","spduration",0
"736","spectral",0
"737","spray",0
"738","spsann",0
"739","SSL",0
"740","starma",0
"741","StatMethRank",0
"742","staTools",0
"743","steadyICA",0
"744","StepwiseTest",0
"745","StereoMorph",0
"746","stlplus",0
"747","stm",0
"748","StMoSim",0
"749","stochvol",0
"750","stocks",0
"751","stosim",0
"752","stpm",0
"753","strataG",0
"754","stream",0
"755","stremr",0
"756","strum",0
"757","SuperRanker",0
"758","survAccuracyMeasures",0
"759","surveillance",0
"760","surveybootstrap",0
"761","survSNP",0
"762","svglite",0
"763","SVMMatch",0
"764","synchronicity",0
"765","synlik",0
"766","synthACS",0
"767","systemicrisk",0
"768","tagcloud",0
"769","TAM",0
"770","TAQMNGR",0
"771","TauStar",0
"772","tbart",0
"773","tcR",0
"774","TDA",0
"775","TED",0
"776","tensorBSS",0
"777","termstrc",0
"778","TESS",0
"779","tesseract",0
"780","text2vec",0
"781","textmineR",0
"782","textreg",0
"783","textreuse",0
"784","TFMPvalue",0
"785","tibble",0
"786","tidyr",0
"787","timma",0
"788","TMB",0
"789","tmg",0
"790","tmlenet",0
"791","tnam",0
"792","tokenizers",0
"793","TransferEntropy",0
"794","TreeBUGS",0
"795","treeclim",0
"796","treeplyr",0
"797","treescape",0
"798","triebeard",0
"799","trustOptim",0
"800","tsBSS",0
"801","TSS.RESTREND",0
"802","tvd",0
"803","tweenr",0
"804","UncerIn2",0
"805","unmarked",0
"806","unsystation",0
"807","urltools",0
"808","V8",0
"809","validatejsonr",0
"810","varband",0
"811","VarSelLCM",0
"812","vcfR",0
"813","vdiffr",1
"814","velox",0
"815","VideoComparison",0
"816","VIM",0
"817","vita",0
"818","VNM",0
"819","waffect",0
"820","walkr",0
"821","wand",0
"822","wCorr",0
"823","webreadr",0
"824","wingui",0
"825","wordcloud",0
"826","wordspace",0
"827","wrswoR",0
"828","wsrf",0
"829","XBRL",0
"830","xml2",0
"831","xyz",0
"832","yakmoR",0
"833","yCrypticRNAs",0
"834","yuima",0
"835","zic",0
