"pkg","res"
"439","netdiffuseR",0
"440","NetRep",0
"441","NetSim",0
"442","neuroim",0
"443","ngspatial",1
"444","NHMM",0
"445","nmfgpu4R",0
"446","NNLM",0
"447","noncompliance",0
"448","nonlinearTseries",0
"449","NPBayesImpute",0
"450","NPflow",0
"451","oapackage",0
"452","odeintr",0
"453","oem",1
"454","OjaNP",0
"455","olctools",0
"456","OneArmPhaseTwoStudy",0
"457","onlinePCA",0
"458","ontologySimilarity",0
"459","openair",0
"460","OpenImageR",0
"461","OpenMx",0
"462","openxlsx",0
"463","optmatch",0
"464","orQA",0
"465","oXim",0
"466","PAC",0
"467","packcircles",0
"468","PACVB",0
"469","PAFit",0
"470","pander",0
"471","PanelCount",1
"472","partialAR",0
"473","pcalg",0
"474","pcIRT",0
"475","pdftools",0
"476","PedCNV",0
"477","pedometrics",0
"478","PenCoxFrail",0
"479","penMSM",0
"480","perccal",1
"481","PerMallows",0
"482","ph2bayes",0
"483","ph2bye",0
"484","phonics",0
"485","phybreak",0
"486","phylobase",0
"487","phylocurve",0
"488","phylosignal",0
"489","Pijavski",0
"490","plac",0
"491","planar",0
"492","plotSEMM",0
"493","plyr",0
"494","poisDoubleSamp",0
"495","polyfreqs",0
"496","polywog",0
"497","PoweR",0
"498","PP",0
"499","PPtreeViz",0
"500","prclust",0
"501","precrec",0
"502","PReMiuM",0
"503","primes",0
"504","ProbitSpatial",0
"505","pROC",0
"506","prodlim",0
"507","ProFit",0
"508","ProNet",0
"509","propagate",0
"510","propr",0
"511","prospectr",0
"512","protolite",0
"513","prototest",0
"514","protViz",0
"515","pryr",0
"516","psd",0
"517","psgp",0
"518","purrr",0
"519","pvar",0
"520","PWD",0
"521","pystr",0
"522","qrencoder",0
"523","QRM",0
"524","quadrupen",1
"525","quanteda",0
"526","quantspec",0
"527","QuantTools",0
"528","qVarSel",0
"529","qwraps2",0
"530","radiomics",0
"531","rags2ridges",0
"532","ragt2ridges",0
"533","randomUniformForest",0
"534","ranger",0
"535","Rankcluster",0
"536","rankdist",0
"537","raster",0
"538","Rblpapi",0
"539","Rborist",0
"540","Rclusterpp",0
"541","RcppAnnoy",0
"542","RcppAPT",0
"543","RcppArmadillo",0
"544","RcppBDT",0
"545","RcppCCTZ",0
"546","RcppClassic",0
"547","RcppClassicExamples",0
"548","RcppCNPy",0
"549","RcppDE",0
"550","RcppDL",0
"551","RcppEigen",0
"552","RcppExamples",1
"553","RcppFaddeeva",0
"554","RcppGetconf",0
"555","RcppGSL",0
"556","RcppHoney",0
"557","RcppMLPACK",0
"558","RcppNumerical",0
"559","RcppOctave",0
"560","RcppProgress",0
"561","RcppRedis",0
"562","RcppRoll",0
"563","RcppShark",0
"564","RcppSMC",0
"565","RcppStreams",0
"566","RcppTOML",0
"567","RcppXts",0
"568","RcppZiggurat",0
"569","rcss",0
"570","readr",0
"571","readstata13",0
"572","readxl",0
"573","RealVAMS",0
"574","recexcavAAR",0
"575","recmap",0
"576","reconstructr",0
"577","recosystem",0
"578","redist",0
"579","rEDM",0
"580","regsem",1
"581","relSim",0
"582","rem",0
"583","remote",0
"584","ReorderCluster",0
"585","repolr",0
"586","resemble",0
"587","reshape2",0
"588","revealedPrefs",0
"589","rexpokit",0
"590","Rfast",1
"591","rflann",0
"592","rforensicbatwing",0
"593","rFTRLProximal",0
"594","rgam",1
"595","rgeolocate",0
"596","RI2by2",0
"597","RInside",0
"598","Rip46",0
"599","ripa",0
"600","rivr",0
"601","rkvo",0
"602","Rlibeemd",0
"603","RLRsim",0
"604","Rmalschains",0
"605","rmgarch",0
"606","Rmixmod",0
"607","RmixmodCombi",0
"608","rmumps",0
"609","rncl",0
"610","RNifti",0
"611","RNiftyReg",0
"612","robustgam",0
"613","RobustGaSP",0
"614","robustHD",1
"615","robustreg",0
"616","rococo",0
"617","roll",0
"618","rollply",0
"619","rootWishart",0
"620","rotations",0
"621","RoughSets",0
"622","roxygen2",0
"623","rpf",0
"624","rpg",0
"625","Rphylopars",0
"626","rplexos",0
"627","rpms",1
"628","rPref",0
"629","RProtoBuf",0
"630","RPtests",0
"631","RQuantLib",1
"632","RSNNS",0
"633","RSNPset",0
"634","Rsomoclu",0
"635","RSpectra",0
"636","RSSL",0
"637","rstan",0
"638","rstanarm",0
"639","rstpm2",1
"640","rtk",0
"641","rtkore",0
"642","rtkpp",0
"643","Rtsne",0
"644","Ruchardet",0
"645","rugarch",0
"646","Rvcg",0
"647","rvg",0
"648","RVowpalWabbit",0
"649","rwfec",0
"650","rwirelesscom",0
"651","Ryacas",0
"652","saeRobust",0
"653","SAMM",1
"654","saturnin",0
"655","sbfc",0
"656","sBIC",0
"657","sbmSDP",0
"658","sbrl",0
"659","SBSA",0
"660","scales",0
"661","SciencesPo",0
"662","scorer",0
"663","scoringRules",0
"664","scrm",0
"665","scrypt",0
"666","scvxclustr",0
"667","sdcMicro",0
"668","sdcTable",0
"669","SEERaBomb",0
"670","segmag",0
"671","seismicRoll",0
"672","SelvarMix",1
"673","seqHMM",0
"674","sequences",0
"675","sgd",0
"676","sglOptim",0
"677","sharpeRratio",0
"678","signalHsmm",0
"679","simFrame",0
"680","simmer",0
"681","simPop",0
"682","SimReg",0
"683","simstudy",0
"684","sirt",0
"685","sitmo",0
"686","slfm",0
"687","SLOPE",0
"688","smam",0
"689","smoof",0
"690","smooth",0
"691","SnakeCharmR",0
"692","snipEM",1
"693","snowboot",0
"694","snplist",0
"695","SocialNetworks",0
"696","SOD",0
"697","sourceR",0
"698","spacodiR",0
"699","spaMM",0
"700","SparseFactorAnalysis",0
"701","sparseHessianFD",0
"702","sparseLTSEigen",0
"703","sparsereg",0
"704","spass",0
"705","spatgraphs",0
"706","SpatialEpi",0
"707","SpatialTools",0
"708","SpatMCA",0
"709","SpatPCA",0
"710","spBayesSurv",1
"711","spduration",0
"712","spectral",0
"713","spray",0
"714","spsann",0
"715","SSL",0
"716","starma",0
"717","StatMethRank",0
"718","staTools",0
"719","steadyICA",0
"720","StepwiseTest",0
"721","StereoMorph",0
"722","stlplus",0
"723","stm",0
"724","StMoSim",0
"725","stochvol",0
"726","stocks",0
"727","stosim",0
"728","stpm",0
"729","strataG",0
"730","stream",0
"731","stremr",0
"732","strum",1
"733","SuperRanker",0
"734","survAccuracyMeasures",0
"735","surveillance",0
"736","surveybootstrap",0
"737","survSNP",0
"738","svglite",0
"739","SVMMatch",0
"740","synchronicity",0
"741","synlik",0
"742","synthACS",0
"743","systemicrisk",0
"744","tagcloud",0
"745","TAM",0
"746","TAQMNGR",0
"747","TauStar",0
"748","tbart",0
"749","tcR",0
"750","TDA",0
"751","TED",0
"752","tensorBSS",0
"753","termstrc",0
"754","TESS",0
"755","text2vec",0
"756","textmineR",0
"757","textreg",0
"758","textreuse",0
"759","TFMPvalue",0
"760","tibble",0
"761","tidyr",0
"762","timma",0
"763","TMB",0
"764","tmg",0
"765","tmlenet",0
"766","tnam",0
"767","tokenizers",0
"768","TransferEntropy",0
"769","TreeBUGS",0
"770","treeclim",1
"771","treeplyr",0
"772","treescape",0
"773","triebeard",0
"774","trustOptim",0
"775","tsBSS",1
"776","TSS.RESTREND",0
"777","tvd",0
"778","tweenr",0
"779","UncerIn2",0
"780","unmarked",0
"781","unsystation",0
"782","urltools",0
"783","V8",0
"784","validatejsonr",0
"785","VarSelLCM",1
"786","vcfR",0
"787","velox",0
"788","VideoComparison",0
"789","VIM",0
"790","vita",0
"791","VNM",0
"792","waffect",0
"793","walkr",0
"794","wand",0
"795","wCorr",0
"796","webreadr",0
"797","wingui",0
"798","wordcloud",0
"799","wordspace",0
"800","wrswoR",0
"801","wsrf",0
"802","XBRL",0
"803","xml2",0
"804","yakmoR",0
"805","yCrypticRNAs",0
"806","yuima",0
"807","zic",1
